Data Source,TIMEFRAME (DD/MM/YYYY),Volumetric Flow Meter 1,Volumetric Flow Meter 2,Pump Speed (RPM),Pump Torque ,Ambient Temperature,Horse Power,Pump Efficiency,PUMP FAILURE (1 or 0)
Rolling Stdev (30 Minute),9/12/2014 4:05,0.89,1.03,2.97,6.81,1.07,0.17,1.62,0
Rolling Stdev (30 Minute),9/12/2014 4:06,0.87,1.04,2.88,6.85,1.03,0.18,1.58,0
Rolling Stdev (30 Minute),9/12/2014 4:07,0.89,1.02,2.93,6.96,1.06,0.18,1.62,0
Rolling Stdev (30 Minute),9/12/2014 4:08,0.89,1.04,3.00,6.71,1.08,0.18,1.61,0
Rolling Stdev (30 Minute),9/12/2014 4:09,0.86,1.02,2.94,6.71,1.12,0.17,1.56,0
Rolling Stdev (30 Minute),9/12/2014 4:10,0.89,0.99,2.97,6.44,1.12,0.17,1.62,0
Rolling Stdev (30 Minute),9/12/2014 4:11,0.85,1.00,2.96,6.54,1.15,0.17,1.55,0
Rolling Stdev (30 Minute),9/12/2014 4:12,0.86,1.03,2.97,6.67,1.11,0.17,1.56,0
Rolling Stdev (30 Minute),9/12/2014 4:13,0.86,1.04,2.97,6.78,1.07,0.18,1.56,0
Rolling Stdev (30 Minute),9/12/2014 4:14,0.85,1.07,2.97,6.61,1.07,0.17,1.54,0
Rolling Stdev (30 Minute),9/12/2014 4:15,0.88,1.06,3.00,6.61,1.09,0.17,1.59,0
Rolling Stdev (30 Minute),9/12/2014 4:16,0.87,1.08,3.11,6.66,1.07,0.17,1.59,0
Rolling Stdev (30 Minute),9/12/2014 4:17,0.89,1.17,3.13,6.57,1.07,0.17,1.63,0
Rolling Stdev (30 Minute),9/12/2014 4:18,0.86,1.29,3.64,8.46,1.25,0.24,1.88,0
Rolling Stdev (30 Minute),9/12/2014 4:19,0.92,1.32,4.02,9.89,1.49,0.29,1.93,0
Rolling Stdev (30 Minute),9/12/2014 4:20,0.95,1.36,4.92,10.52,1.49,0.34,2.05,0
Rolling Stdev (30 Minute),9/12/2014 4:21,0.94,1.37,5.25,10.40,1.57,0.35,2.08,0
Rolling Stdev (30 Minute),9/12/2014 4:22,1.02,1.38,5.36,11.98,1.58,0.38,2.21,0
Rolling Stdev (30 Minute),9/12/2014 4:23,1.02,1.34,5.36,13.84,1.54,0.41,2.19,0
Rolling Stdev (30 Minute),9/12/2014 4:24,1.15,1.37,5.80,13.91,1.54,0.42,2.27,0
Rolling Stdev (30 Minute),9/12/2014 4:25,1.17,1.45,6.01,14.29,1.56,0.44,2.44,0
Rolling Stdev (30 Minute),9/12/2014 4:26,1.18,1.46,5.88,14.39,1.92,0.44,2.47,0
Rolling Stdev (30 Minute),9/12/2014 4:27,1.20,1.52,5.98,14.39,1.95,0.45,2.61,0
Rolling Stdev (30 Minute),9/12/2014 4:28,1.21,1.52,6.25,14.14,1.98,0.45,2.71,0
Rolling Stdev (30 Minute),9/12/2014 4:29,1.17,1.56,6.46,14.34,2.31,0.46,2.71,0
Rolling Stdev (30 Minute),9/12/2014 4:30,1.19,1.55,6.49,14.56,2.61,0.47,2.82,0
Rolling Stdev (30 Minute),9/12/2014 4:31,1.19,1.55,6.57,14.94,2.93,0.48,2.86,0
Rolling Stdev (30 Minute),9/12/2014 4:32,1.21,1.55,6.57,14.44,3.06,0.47,2.85,0
Rolling Stdev (30 Minute),9/12/2014 4:33,1.31,1.56,6.32,15.36,3.06,0.47,2.84,0
Rolling Stdev (30 Minute),9/12/2014 4:34,1.28,1.51,6.29,15.12,3.06,0.45,2.76,0
Rolling Stdev (30 Minute),9/12/2014 4:35,1.25,1.45,5.98,14.98,3.03,0.43,2.65,0
Rolling Stdev (30 Minute),9/12/2014 4:36,1.22,1.50,5.89,15.02,3.03,0.43,2.64,0
Rolling Stdev (30 Minute),9/12/2014 4:37,1.15,1.48,5.91,14.94,2.98,0.43,2.48,0
Rolling Stdev (30 Minute),9/12/2014 4:38,1.14,1.41,5.89,14.58,3.04,0.42,2.50,0
Rolling Stdev (30 Minute),9/12/2014 4:39,1.13,1.37,5.98,14.66,3.07,0.40,2.44,0
Rolling Stdev (30 Minute),9/12/2014 4:40,1.06,1.39,5.92,14.22,3.04,0.38,2.31,0
Rolling Stdev (30 Minute),9/12/2014 4:41,1.09,1.25,5.69,14.09,3.05,0.37,2.19,0
Rolling Stdev (30 Minute),9/12/2014 4:42,1.12,1.26,5.38,14.92,3.07,0.36,2.19,0
Rolling Stdev (30 Minute),9/12/2014 4:43,1.09,1.19,5.28,15.43,3.05,0.36,2.16,0
Rolling Stdev (30 Minute),9/12/2014 4:44,1.09,1.21,5.05,14.70,3.09,0.32,2.18,0
Rolling Stdev (30 Minute),9/12/2014 4:45,1.14,1.18,4.54,14.46,3.10,0.29,2.20,0
Rolling Stdev (30 Minute),9/12/2014 4:46,1.12,1.16,4.63,13.54,3.07,0.27,2.12,0
Rolling Stdev (30 Minute),9/12/2014 4:47,1.16,1.16,4.77,12.70,3.11,0.25,2.10,0
Rolling Stdev (30 Minute),9/12/2014 4:48,1.16,1.15,4.97,12.88,3.19,0.27,2.09,0
Rolling Stdev (30 Minute),9/12/2014 4:49,1.17,1.15,5.10,13.05,3.31,0.26,2.09,0
Rolling Stdev (30 Minute),9/12/2014 4:50,1.18,1.16,5.06,13.31,3.23,0.26,2.10,0
Rolling Stdev (30 Minute),9/12/2014 4:51,1.17,1.16,5.10,13.04,3.30,0.26,2.11,0
Rolling Stdev (30 Minute),9/12/2014 4:52,1.14,1.22,5.11,13.20,3.26,0.26,2.21,0
Rolling Stdev (30 Minute),9/12/2014 4:53,1.17,1.25,5.11,12.93,3.24,0.26,2.27,0
Rolling Stdev (30 Minute),9/12/2014 4:54,1.13,1.25,5.05,12.83,3.19,0.26,2.27,0
Rolling Stdev (30 Minute),9/12/2014 4:55,1.15,1.23,5.11,12.88,3.19,0.27,2.23,0
Rolling Stdev (30 Minute),9/12/2014 4:56,1.18,1.28,4.95,13.43,3.19,0.27,2.33,0
Rolling Stdev (30 Minute),9/12/2014 4:57,1.21,1.25,4.95,13.42,3.12,0.27,2.27,0
Rolling Stdev (30 Minute),9/12/2014 4:58,1.21,1.26,4.82,13.49,3.18,0.27,2.29,0
Rolling Stdev (30 Minute),9/12/2014 4:59,1.25,1.29,4.72,13.58,3.06,0.27,2.34,0
Rolling Stdev (30 Minute),9/12/2014 5:00,1.25,1.31,5.03,13.65,2.93,0.29,2.38,0
Rolling Stdev (30 Minute),9/12/2014 5:01,1.27,1.32,5.08,13.76,2.79,0.30,2.40,0
Rolling Stdev (30 Minute),9/12/2014 5:02,1.21,1.32,5.15,14.13,2.79,0.31,2.40,0
Rolling Stdev (30 Minute),9/12/2014 5:03,1.20,1.34,5.45,13.61,2.78,0.31,2.43,0
Rolling Stdev (30 Minute),9/12/2014 5:04,1.19,1.39,5.21,13.54,2.86,0.32,2.53,0
Rolling Stdev (30 Minute),9/12/2014 5:05,1.19,1.34,5.29,13.59,2.90,0.32,2.44,0
Rolling Stdev (30 Minute),9/12/2014 5:06,1.18,1.33,5.30,14.01,2.96,0.33,2.41,0
Rolling Stdev (30 Minute),9/12/2014 5:07,1.17,1.34,5.37,13.89,3.10,0.33,2.43,0
Rolling Stdev (30 Minute),9/12/2014 5:08,1.16,1.35,5.36,13.60,3.01,0.33,2.46,0
Rolling Stdev (30 Minute),9/12/2014 5:09,1.14,1.38,5.31,13.40,3.01,0.34,2.51,0
Rolling Stdev (30 Minute),9/12/2014 5:10,1.16,1.35,5.44,13.57,3.05,0.34,2.46,0
Rolling Stdev (30 Minute),9/12/2014 5:11,1.18,1.35,5.46,12.97,3.26,0.34,2.46,0
Rolling Stdev (30 Minute),9/12/2014 5:12,1.17,1.34,5.60,12.93,3.26,0.33,2.44,0
Rolling Stdev (30 Minute),9/12/2014 5:13,1.20,1.32,5.66,12.68,3.33,0.33,2.39,0
Rolling Stdev (30 Minute),9/12/2014 5:14,1.22,1.29,5.93,12.40,3.35,0.34,2.35,0
Rolling Stdev (30 Minute),9/12/2014 5:15,1.20,1.30,5.92,12.14,3.45,0.34,2.37,0
Rolling Stdev (30 Minute),9/12/2014 5:16,1.23,1.32,5.99,12.27,3.53,0.35,2.41,0
Rolling Stdev (30 Minute),9/12/2014 5:17,1.20,1.37,5.58,12.30,3.48,0.33,2.48,0
Rolling Stdev (30 Minute),9/12/2014 5:18,1.19,1.34,5.55,11.62,3.58,0.32,2.44,0
Rolling Stdev (30 Minute),9/12/2014 5:19,1.19,1.38,5.55,11.70,3.46,0.32,2.51,0
Rolling Stdev (30 Minute),9/12/2014 5:20,1.19,1.36,5.60,11.70,3.63,0.32,2.48,0
Rolling Stdev (30 Minute),9/12/2014 5:21,1.18,1.40,5.49,11.33,3.56,0.32,2.54,0
Rolling Stdev (30 Minute),9/12/2014 5:22,1.21,1.37,5.88,11.28,3.56,0.33,2.50,0
Rolling Stdev (30 Minute),9/12/2014 5:23,1.24,1.35,5.97,11.83,3.57,0.33,2.46,0
Rolling Stdev (30 Minute),9/12/2014 5:24,1.25,1.35,6.16,12.02,3.68,0.34,2.45,0
Rolling Stdev (30 Minute),9/12/2014 5:25,1.23,1.34,6.18,12.36,3.60,0.33,2.44,0
Rolling Stdev (30 Minute),9/12/2014 5:26,1.22,1.34,6.35,12.14,3.62,0.33,2.44,0
Rolling Stdev (30 Minute),9/12/2014 5:27,1.17,1.34,6.48,12.78,3.72,0.33,2.43,0
Rolling Stdev (30 Minute),9/12/2014 5:28,1.14,1.30,6.78,13.29,3.70,0.33,2.37,0
Rolling Stdev (30 Minute),9/12/2014 5:29,1.11,1.28,6.86,13.81,3.80,0.33,2.32,0
Rolling Stdev (30 Minute),9/12/2014 5:30,1.11,1.27,6.81,13.87,3.90,0.33,2.31,0
Rolling Stdev (30 Minute),9/12/2014 5:31,1.11,1.26,6.81,13.65,3.77,0.32,2.29,0
Rolling Stdev (30 Minute),9/12/2014 5:32,1.17,1.24,6.84,13.41,3.77,0.31,2.25,0
Rolling Stdev (30 Minute),9/12/2014 5:33,1.12,1.26,6.64,13.41,3.77,0.30,2.28,0
Rolling Stdev (30 Minute),9/12/2014 5:34,1.11,1.22,6.92,13.17,3.62,0.31,2.22,0
Rolling Stdev (30 Minute),9/12/2014 5:35,1.16,1.24,6.76,13.14,3.57,0.31,2.25,0
Rolling Stdev (30 Minute),9/12/2014 5:36,1.21,1.19,7.00,12.93,3.40,0.31,2.17,0
Rolling Stdev (30 Minute),9/12/2014 5:37,1.23,1.17,7.00,13.02,3.44,0.31,2.12,0
Rolling Stdev (30 Minute),9/12/2014 5:38,1.23,1.18,7.10,13.02,3.60,0.31,2.14,0
Rolling Stdev (30 Minute),9/12/2014 5:39,1.22,1.16,7.01,12.97,3.60,0.30,2.11,0
Rolling Stdev (30 Minute),9/12/2014 5:40,1.24,1.20,7.05,12.70,3.51,0.31,2.18,0
Rolling Stdev (30 Minute),9/12/2014 5:41,1.24,1.20,7.05,12.73,3.54,0.32,2.18,0
Rolling Stdev (30 Minute),9/12/2014 5:42,1.29,1.20,7.05,12.20,3.57,0.32,2.19,0
Rolling Stdev (30 Minute),9/12/2014 5:43,1.29,1.23,7.02,12.42,3.43,0.32,2.24,0
Rolling Stdev (30 Minute),9/12/2014 5:44,1.30,1.22,6.84,12.52,3.45,0.31,2.22,0
Rolling Stdev (30 Minute),9/12/2014 5:45,1.31,1.18,6.84,12.01,3.45,0.31,2.15,0
Rolling Stdev (30 Minute),9/12/2014 5:46,1.31,1.17,6.66,12.13,3.32,0.29,2.13,0
Rolling Stdev (30 Minute),9/12/2014 5:47,1.33,1.12,6.73,11.93,3.30,0.29,2.03,0
Rolling Stdev (30 Minute),9/12/2014 5:48,1.37,1.11,6.90,12.57,3.21,0.32,2.01,0
Rolling Stdev (30 Minute),9/12/2014 5:49,1.36,1.04,6.82,12.86,3.20,0.33,1.88,0
Rolling Stdev (30 Minute),9/12/2014 5:50,1.35,1.06,6.74,12.56,3.10,0.33,1.92,0
Rolling Stdev (30 Minute),9/12/2014 5:51,1.37,1.03,6.93,12.82,3.18,0.35,1.88,0
Rolling Stdev (30 Minute),9/12/2014 5:52,1.35,1.04,6.79,12.67,3.16,0.34,1.89,0
Rolling Stdev (30 Minute),9/12/2014 5:53,1.33,1.03,6.82,12.81,3.09,0.34,1.88,0
Rolling Stdev (30 Minute),9/12/2014 5:54,1.30,1.04,6.65,12.76,3.05,0.33,1.89,0
Rolling Stdev (30 Minute),9/12/2014 5:55,1.32,1.03,6.73,12.53,3.05,0.34,1.88,0
Rolling Stdev (30 Minute),9/12/2014 5:56,1.28,0.99,6.73,12.80,3.03,0.33,1.80,0
Rolling Stdev (30 Minute),9/12/2014 5:57,1.28,0.99,6.62,12.70,2.99,0.34,1.80,0
Rolling Stdev (30 Minute),9/12/2014 5:58,1.32,1.03,6.52,12.29,3.04,0.35,1.88,0
Rolling Stdev (30 Minute),9/12/2014 5:59,1.31,1.06,6.68,11.84,3.10,0.36,1.92,0
Rolling Stdev (30 Minute),9/12/2014 6:00,1.32,1.06,6.49,12.19,3.03,0.35,1.93,0
Rolling Stdev (30 Minute),9/12/2014 6:01,1.32,1.03,6.34,12.19,3.03,0.34,1.88,0
Rolling Stdev (30 Minute),9/12/2014 6:02,1.28,1.10,6.51,12.69,3.00,0.34,1.99,0
Rolling Stdev (30 Minute),9/12/2014 6:03,1.29,1.09,6.74,12.93,3.04,0.36,1.98,0
Rolling Stdev (30 Minute),9/12/2014 6:04,1.32,1.09,6.61,12.92,3.14,0.35,1.99,0
Rolling Stdev (30 Minute),9/12/2014 6:05,1.27,1.11,6.76,13.09,3.18,0.36,2.01,0
Rolling Stdev (30 Minute),9/12/2014 6:06,1.28,1.16,6.46,12.86,3.19,0.36,2.10,0
Rolling Stdev (30 Minute),9/12/2014 6:07,1.27,1.18,6.64,12.95,3.09,0.35,2.14,0
Rolling Stdev (30 Minute),9/12/2014 6:08,1.28,1.13,6.53,13.14,2.93,0.36,2.05,0
Rolling Stdev (30 Minute),9/12/2014 6:09,1.29,1.12,6.54,13.24,2.93,0.37,2.04,0
Rolling Stdev (30 Minute),9/12/2014 6:10,1.27,1.07,6.59,13.72,2.90,0.39,1.95,0
Rolling Stdev (30 Minute),9/12/2014 6:11,1.25,1.07,6.54,13.61,2.88,0.38,1.94,0
Rolling Stdev (30 Minute),9/12/2014 6:12,1.23,1.06,6.28,13.62,2.88,0.37,1.92,0
Rolling Stdev (30 Minute),9/12/2014 6:13,1.18,1.02,6.26,13.77,2.86,0.37,1.86,0
Rolling Stdev (30 Minute),9/12/2014 6:14,1.15,1.01,6.29,13.90,2.90,0.37,1.84,0
Rolling Stdev (30 Minute),9/12/2014 6:15,1.16,1.02,6.57,14.35,2.95,0.39,1.85,0
Rolling Stdev (30 Minute),9/12/2014 6:16,1.14,1.01,6.77,14.28,2.98,0.39,1.83,0
Rolling Stdev (30 Minute),9/12/2014 6:17,1.11,1.02,6.93,14.27,2.98,0.40,1.85,0
Rolling Stdev (30 Minute),9/12/2014 6:18,1.07,1.04,6.89,13.97,3.00,0.38,1.89,0
Rolling Stdev (30 Minute),9/12/2014 6:19,1.06,1.05,6.90,13.43,3.12,0.37,1.91,0
Rolling Stdev (30 Minute),9/12/2014 6:20,1.07,1.09,6.95,13.33,3.12,0.37,1.98,0
Rolling Stdev (30 Minute),9/12/2014 6:21,1.04,1.07,6.69,13.20,3.21,0.35,1.95,0
Rolling Stdev (30 Minute),9/12/2014 6:22,1.07,1.08,6.73,13.20,3.28,0.35,1.95,0
Rolling Stdev (30 Minute),9/12/2014 6:23,1.06,1.07,6.63,13.21,3.32,0.35,1.95,0
Rolling Stdev (30 Minute),9/12/2014 6:24,1.08,1.04,6.51,13.46,3.48,0.36,1.90,0
Rolling Stdev (30 Minute),9/12/2014 6:25,1.05,1.09,6.78,13.44,3.53,0.37,1.97,0
Rolling Stdev (30 Minute),9/12/2014 6:26,1.06,1.12,6.72,13.54,3.55,0.37,2.03,0
Rolling Stdev (30 Minute),9/12/2014 6:27,1.06,1.11,6.89,13.42,3.50,0.37,2.02,0
Rolling Stdev (30 Minute),9/12/2014 6:28,1.07,1.12,6.93,13.28,3.59,0.37,2.03,0
Rolling Stdev (30 Minute),9/12/2014 6:29,1.09,1.11,6.84,13.00,3.43,0.35,2.02,0
Rolling Stdev (30 Minute),9/12/2014 6:30,1.08,1.09,7.07,12.76,3.38,0.35,1.98,0
Rolling Stdev (30 Minute),9/12/2014 6:31,1.08,1.11,7.23,12.81,3.40,0.36,2.02,0
Rolling Stdev (30 Minute),9/12/2014 6:32,1.06,1.08,7.20,12.77,3.36,0.36,1.96,0
Rolling Stdev (30 Minute),9/12/2014 6:33,1.03,1.04,7.34,12.62,3.29,0.35,1.90,0
Rolling Stdev (30 Minute),9/12/2014 6:34,1.00,1.04,7.53,13.05,3.27,0.34,1.89,0
Rolling Stdev (30 Minute),9/12/2014 6:35,1.01,1.00,7.64,12.55,3.41,0.33,1.82,0
Rolling Stdev (30 Minute),9/12/2014 6:36,0.97,0.96,7.72,12.50,3.54,0.33,1.74,0
Rolling Stdev (30 Minute),9/12/2014 6:37,0.96,0.94,7.53,11.97,3.55,0.33,1.72,0
Rolling Stdev (30 Minute),9/12/2014 6:38,0.95,0.97,7.49,12.00,3.57,0.33,1.76,0
Rolling Stdev (30 Minute),9/12/2014 6:39,0.95,1.03,7.60,11.99,3.53,0.33,1.87,0
Rolling Stdev (30 Minute),9/12/2014 6:40,0.99,1.05,7.45,12.36,3.70,0.32,1.90,0
Rolling Stdev (30 Minute),9/12/2014 6:41,1.01,1.11,7.46,12.32,3.70,0.32,2.01,0
Rolling Stdev (30 Minute),9/12/2014 6:42,0.98,1.13,7.48,12.41,3.71,0.32,2.05,0
Rolling Stdev (30 Minute),9/12/2014 6:43,1.01,1.11,7.48,12.03,3.76,0.32,2.02,0
Rolling Stdev (30 Minute),9/12/2014 6:44,1.03,1.11,7.53,11.54,3.71,0.32,2.03,0
Rolling Stdev (30 Minute),9/12/2014 6:45,1.02,1.15,7.31,11.23,3.64,0.29,2.10,0
Rolling Stdev (30 Minute),9/12/2014 6:46,1.04,1.17,7.12,11.49,3.55,0.30,2.13,0
Rolling Stdev (30 Minute),9/12/2014 6:47,1.07,1.14,7.02,11.50,3.65,0.29,2.07,0
Rolling Stdev (30 Minute),9/12/2014 6:48,1.14,1.16,6.92,11.40,3.77,0.29,2.11,0
Rolling Stdev (30 Minute),9/12/2014 6:49,1.14,1.13,6.93,11.54,3.74,0.30,2.05,0
Rolling Stdev (30 Minute),9/12/2014 6:50,1.17,1.11,6.91,11.39,3.79,0.30,2.01,0
Rolling Stdev (30 Minute),9/12/2014 6:51,1.18,1.11,6.91,11.43,3.69,0.30,2.01,0
Rolling Stdev (30 Minute),9/12/2014 6:52,1.18,1.11,6.95,11.43,3.61,0.30,2.01,0
Rolling Stdev (30 Minute),9/12/2014 6:53,1.18,1.14,6.76,11.30,3.55,0.31,2.06,0
Rolling Stdev (30 Minute),9/12/2014 6:54,1.20,1.13,6.72,11.25,3.40,0.30,2.05,0
Rolling Stdev (30 Minute),9/12/2014 6:55,1.22,1.15,6.64,11.25,3.35,0.29,2.08,0
Rolling Stdev (30 Minute),9/12/2014 6:56,1.25,1.13,6.66,10.96,3.35,0.30,2.05,0
Rolling Stdev (30 Minute),9/12/2014 6:57,1.26,1.13,6.54,10.85,3.44,0.30,2.06,0
Rolling Stdev (30 Minute),9/12/2014 6:58,1.23,1.11,6.41,11.39,3.32,0.31,2.01,0
Rolling Stdev (30 Minute),9/12/2014 6:59,1.22,1.11,6.32,11.24,3.32,0.31,2.03,0
Rolling Stdev (30 Minute),9/12/2014 7:00,1.26,1.15,6.50,11.45,3.34,0.31,2.10,0
Rolling Stdev (30 Minute),9/12/2014 7:01,1.24,1.16,6.44,11.37,3.29,0.31,2.10,0
Rolling Stdev (30 Minute),9/12/2014 7:02,1.28,1.19,6.21,11.21,3.24,0.31,2.16,0
Rolling Stdev (30 Minute),9/12/2014 7:03,1.33,1.19,6.10,11.21,3.15,0.32,2.16,0
Rolling Stdev (30 Minute),9/12/2014 7:04,1.34,1.22,5.90,11.31,3.12,0.34,2.22,0
Rolling Stdev (30 Minute),9/12/2014 7:05,1.36,1.22,5.59,11.53,3.04,0.34,2.23,0
Rolling Stdev (30 Minute),9/12/2014 7:06,1.34,1.22,5.71,11.65,3.08,0.35,2.22,0
Rolling Stdev (30 Minute),9/12/2014 7:07,1.36,1.19,5.66,11.31,3.13,0.33,2.17,0
Rolling Stdev (30 Minute),9/12/2014 7:08,1.39,1.21,5.73,10.94,3.13,0.34,2.21,0
Rolling Stdev (30 Minute),9/12/2014 7:09,1.42,1.22,5.47,10.95,3.18,0.33,2.23,0
Rolling Stdev (30 Minute),9/12/2014 7:10,1.42,1.22,5.75,10.42,3.09,0.32,2.21,0
Rolling Stdev (30 Minute),9/12/2014 7:11,1.41,1.20,5.89,10.75,2.98,0.32,2.19,0
Rolling Stdev (30 Minute),9/12/2014 7:12,1.43,1.20,6.10,11.13,2.98,0.34,2.18,0
Rolling Stdev (30 Minute),9/12/2014 7:13,1.40,1.22,6.30,11.40,2.88,0.34,2.22,0
Rolling Stdev (30 Minute),9/12/2014 7:14,1.40,1.21,6.48,11.18,2.85,0.35,2.21,0
Rolling Stdev (30 Minute),9/12/2014 7:15,1.38,1.17,6.68,11.26,2.98,0.36,2.13,0
Rolling Stdev (30 Minute),9/12/2014 7:16,1.33,1.17,6.72,10.79,2.98,0.35,2.12,0
Rolling Stdev (30 Minute),9/12/2014 7:17,1.32,1.20,6.64,11.19,2.94,0.36,2.17,0
Rolling Stdev (30 Minute),9/12/2014 7:18,1.32,1.17,6.69,11.29,2.94,0.35,2.12,0
Rolling Stdev (30 Minute),9/12/2014 7:19,1.31,1.20,6.87,11.30,2.89,0.34,2.18,0
Rolling Stdev (30 Minute),9/12/2014 7:20,1.27,1.23,6.97,11.66,2.98,0.34,2.23,0
Rolling Stdev (30 Minute),9/12/2014 7:21,1.27,1.23,6.97,11.72,2.87,0.34,2.23,0
Rolling Stdev (30 Minute),9/12/2014 7:22,1.25,1.24,6.84,11.70,2.88,0.34,2.26,0
Rolling Stdev (30 Minute),9/12/2014 7:23,1.27,1.22,6.82,11.38,2.89,0.33,2.21,0
Rolling Stdev (30 Minute),9/12/2014 7:24,1.24,1.25,6.86,11.29,2.87,0.33,2.27,0
Rolling Stdev (30 Minute),9/12/2014 7:25,1.26,1.23,6.78,10.56,2.97,0.31,2.24,0
Rolling Stdev (30 Minute),9/12/2014 7:26,1.27,1.23,6.92,10.65,2.88,0.32,2.23,0
Rolling Stdev (30 Minute),9/12/2014 7:27,1.26,1.22,6.70,11.21,2.84,0.32,2.22,0
Rolling Stdev (30 Minute),9/12/2014 7:28,1.24,1.22,6.72,11.03,2.88,0.31,2.21,0
Rolling Stdev (30 Minute),9/12/2014 7:29,1.24,1.20,6.69,11.29,2.88,0.32,2.18,0
Rolling Stdev (30 Minute),9/12/2014 7:30,1.23,1.18,6.53,11.06,2.89,0.32,2.14,0
Rolling Stdev (30 Minute),9/12/2014 7:31,1.23,1.14,6.75,11.50,2.98,0.34,2.08,0
Rolling Stdev (30 Minute),9/12/2014 7:32,1.20,1.14,6.85,11.39,2.98,0.34,2.08,0
Rolling Stdev (30 Minute),9/12/2014 7:33,1.13,1.15,6.90,11.18,3.06,0.33,2.09,0
Rolling Stdev (30 Minute),9/12/2014 7:34,1.16,1.10,6.97,11.24,3.07,0.34,1.99,0
Rolling Stdev (30 Minute),9/12/2014 7:35,1.15,1.08,7.25,11.50,3.00,0.36,1.97,0
Rolling Stdev (30 Minute),9/12/2014 7:36,1.16,1.14,7.38,11.88,2.76,0.35,2.08,0
Rolling Stdev (30 Minute),9/12/2014 7:37,1.14,1.16,7.39,12.30,2.91,0.36,2.11,0
Rolling Stdev (30 Minute),9/12/2014 7:38,1.13,1.18,7.51,12.33,3.04,0.36,2.14,0
Rolling Stdev (30 Minute),9/12/2014 7:39,1.10,1.17,7.51,12.80,2.85,0.37,2.13,0
Rolling Stdev (30 Minute),9/12/2014 7:40,1.15,1.17,7.24,12.79,2.88,0.36,2.14,0
Rolling Stdev (30 Minute),9/12/2014 7:41,1.17,1.15,7.32,12.92,2.88,0.36,2.10,0
Rolling Stdev (30 Minute),9/12/2014 7:42,1.14,1.15,7.24,12.43,2.86,0.35,2.10,0
Rolling Stdev (30 Minute),9/12/2014 7:43,1.19,1.13,7.24,12.75,2.95,0.37,2.05,0
Rolling Stdev (30 Minute),9/12/2014 7:44,1.18,1.18,7.03,13.04,2.90,0.36,2.14,0
Rolling Stdev (30 Minute),9/12/2014 7:45,1.20,1.18,6.76,12.97,2.90,0.34,2.15,0
Rolling Stdev (30 Minute),9/12/2014 7:46,1.20,1.23,6.89,12.95,2.91,0.35,2.23,0
Rolling Stdev (30 Minute),9/12/2014 7:47,1.19,1.21,6.87,12.45,2.96,0.34,2.20,0
Rolling Stdev (30 Minute),9/12/2014 7:48,1.15,1.25,6.90,12.48,2.96,0.34,2.28,0
Rolling Stdev (30 Minute),9/12/2014 7:49,1.15,1.23,6.78,12.39,2.96,0.35,2.23,0
Rolling Stdev (30 Minute),9/12/2014 7:50,1.19,1.23,6.69,12.60,2.85,0.36,2.25,0
Rolling Stdev (30 Minute),9/12/2014 7:51,1.23,1.27,6.69,12.76,2.95,0.36,2.32,0
Rolling Stdev (30 Minute),9/12/2014 7:52,1.24,1.27,6.74,12.79,3.06,0.36,2.31,0
Rolling Stdev (30 Minute),9/12/2014 7:53,1.22,1.27,6.89,13.08,3.12,0.38,2.31,0
Rolling Stdev (30 Minute),9/12/2014 7:54,1.25,1.24,7.06,13.17,3.12,0.40,2.25,0
Rolling Stdev (30 Minute),9/12/2014 7:55,1.21,1.21,7.08,13.24,3.03,0.39,2.20,0
Rolling Stdev (30 Minute),9/12/2014 7:56,1.21,1.22,6.87,13.35,3.03,0.38,2.22,0
Rolling Stdev (30 Minute),9/12/2014 7:57,1.21,1.21,6.86,13.47,3.02,0.38,2.20,0
Rolling Stdev (30 Minute),9/12/2014 7:58,1.21,1.21,6.96,13.30,2.96,0.38,2.20,0
Rolling Stdev (30 Minute),9/12/2014 7:59,1.19,1.21,6.98,13.09,2.99,0.38,2.20,0
Rolling Stdev (30 Minute),9/12/2014 8:00,1.21,1.20,6.98,13.39,3.06,0.39,2.19,0
Rolling Stdev (30 Minute),9/12/2014 8:01,1.21,1.19,6.71,13.14,3.03,0.36,2.16,0
Rolling Stdev (30 Minute),9/12/2014 8:02,1.22,1.14,6.51,12.99,3.15,0.36,2.07,0
Rolling Stdev (30 Minute),9/12/2014 8:03,1.27,1.12,6.35,13.47,3.11,0.37,2.03,0
Rolling Stdev (30 Minute),9/12/2014 8:04,1.26,1.11,6.38,13.12,3.00,0.35,2.01,0
Rolling Stdev (30 Minute),9/12/2014 8:05,1.23,1.08,6.33,13.05,3.00,0.33,1.97,0
Rolling Stdev (30 Minute),9/12/2014 8:06,1.25,1.06,6.17,12.89,2.97,0.34,1.93,0
Rolling Stdev (30 Minute),9/12/2014 8:07,1.29,1.03,6.17,12.62,2.91,0.33,1.88,0
Rolling Stdev (30 Minute),9/12/2014 8:08,1.29,1.03,6.12,12.93,2.84,0.33,1.88,0
Rolling Stdev (30 Minute),9/12/2014 8:09,1.26,1.02,6.20,12.84,2.84,0.32,1.85,0
Rolling Stdev (30 Minute),9/12/2014 8:10,1.22,1.05,6.23,13.12,2.98,0.33,1.92,0
Rolling Stdev (30 Minute),9/12/2014 8:11,1.21,1.07,6.16,12.71,2.97,0.33,1.95,0
